STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文,TRADITIONAL CHINESE / 繁体中文,KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW,العربية / ARABIC,BOSNIAN
LABEL_READY,,Ready,Prêt,Listo,Bereit,,,,,,,,,,,,,準備,,,준비,,,,,,,,
LABEL_MODIFIERS,,Modifiers,Modificateurs,Modificadores,Modifikatoren,,,,,,,,,,,,,ルール変更,,,모디파이어,,,,,,,,
LABEL_FILTER_BY_MODIFIERS,,Filter by Modifiers,Filtrer par modificateurs,Filtrar por modificadores,Nach Modifikatoren filtern,,,,,,,,,,,,,ルール変更でフィルター,,,모디파이어로 필터링,,,,,,,,
LABEL_JOIN,,Join,Rejoindre,Unirse,Beitreten,,,,,,,,,,,,,参加,,,참가,,,,,,,,
BUTTON_JOIN,,Join,Rejoindre,Unirse,Beitreten,,,,,,,,,,,,,参加,,,참가,,,,,,,,
LABEL_JOIN_WITH_CODE,,Join with Code,Rejoindre avec un code,Unirse con código,Mit Code beitreten,,,,,,,,,,,,,コードで参加,,,코드로 참가,,,,,,,,
LABEL_QUICK_PLAY,,Quick Play,Partie rapide,Partida rápida,Schnelles Spiel,,,,,,,,,,,,,クイックプレイ,,,빠른 플레이,,,,,,,,
LABEL_SERVER_BROWSER,,Server Browser,Navigateur de serveur,Navegador del servidor,Server-Browser,,,,,,,,,,,,,サーバーブラウザ,,,서버 브라우저,,,,,,,,
LABEL_SECRET_CODE,,Secret Code,Code secret,Código secreto,Geheimcode,,,,,,,,,,,,,シークレットコード,,,비밀 코드,,,,,,,,
SETTINGS_AUDIO_LATENCY,,Audio Latency,Délai audio,Latencia de audio,Audiolatenz,,,,,,,,,,,,,オーディオレイテンシ,,,오디오 지연,,,,,,,,
CHOOSE_COLOR,,Choose Color,Choisir une couleur,Seleccionar color,Farbe auswählen,,,,,,,,,,,,,色を選択,,,색상 선택,,,,,,,,
LOBBY_AUTO_SETUP,,Audio Setup,Configuration audio,Configuración de audio,Audio-Einrichtung,,,,,,,,,,,,,オーディオ設定,,,오디오 설정,,,,,,,,
LOBBY_SELECT_BASED_ON_SUGGESTION,,Select Based on Suggestion,Sélection en fonction des suggestions,Seleccionar con base en Sugerencias,Auswahl auf Vorschlag basierend,,,,,,,,,,,,,提案に基づいて選択,,,추천에 기반해 선택,,,,,,,,
LOBBY_FORCE_AUTO_START,,Force Auto Start,Forcer le démarrage automatique,Forzar inicio automático,Autom. Start erzwingen,,,,,,,,,,,,,強制オートスタート,,,자동 시작 강제 수행,,,,,,,,
LOBBY_RANDOM_SONG_IF_NONE_SUGGESTED,,Random Song If None Suggested,Morceau aléatoire en l'absence de suggestion,Canción aleatoria si no hay ninguna sugerida,"Zufälliger Song, wenn nichts vorgeschlagen ist",,,,,,,,,,,,,提案なしの場合はランダム曲,,,아무것도 선택되지 않을 시 무작위 곡,,,,,,,,
LOBBY_AUTO_START_ALL_READY,,Auto Start When All Ready,Démarrage automatique quand tout le monde est prêt,Inicio automático cuando todo esté listo,"Autom. Start, wenn alle bereit sind",,,,,,,,,,,,,準備完了でオートスタート,,,모두 준비되면 자동 시작,,,,,,,,
PLAYERS,,Players,Joueurs,Jugadores,Spieler,,,,,,,,,,,,,プレイヤー,,,플레이어,,,,,,,,
LABEL_CHOOSE_COLORS,,Choose Colors,Choisir des couleurs,Seleccionar colores,Farben auswählen,,,,,,,,,,,,,色を選択,,,색상 선택,,,,,,,,
LABEL_NEXT_LEVEL,,Next Level,Niveau suivant,Siguiente nivel,Nächstes Level,,,,,,,,,,,,,次のステージ,,,다음 레벨,,,,,,,,
LABEL_RELEASE_NOTES,,Release Notes,Notes de mise à jour,Liberar notas,Versionshinweise,,,,,,,,,,,,,リリースノート,,,릴리스 노트,,,,,,,,
LABEL_UNEXPECTED_ERROR_OCCURED,,An unexpected error occurred,Une erreur inattendue est survenue,Ha ocurrido un error inesperado,Ein unerwarteter Fehler ist aufgetreten,,,,,,,,,,,,,予期しないエラーが発生しました,,,예상하지 못한 오류가 발생했습니다,,,,,,,,
LABEL_SPECTATING_SPOT,,Spectating Spot,Place de spectateur,Punto de observación,Zuschauerplatz,,,,,,,,,,,,,観戦場所,,,관전 지점,,,,,,,,
LABEL_GRANDSTAND,,Grandstand,Tribune,Tribuna,Tribüne,,,,,,,,,,,,,グランドスタンド,,,관람석,,,,,,,,
TITLE_QUICK_PLAY_COUNTDOWN,,Quick Play Countdown,Compte à rebours de partie rapide,Cuenta regresiva de partida rápida,Countdown zum Schnellen Spiel,,,,,,,,,,,,,クイックプレイカウントダウン,,,빠른 플레이 카운트다운,,,,,,,,
LABEL_CHECKING_SERVER_STATUS,,Checking Server Status,Vérification de l'état du serveur,Revisando el estado del servidor,Serverstatus wird überprüft,,,,,,,,,,,,,サーバー状態の確認,,,서버 상태 확인 중,,,,,,,,
CREDITS_ADDITIONAL_VFX,,Additional VFX,Effets visuels supplémentaires,VFX adicionales,Zusätzliche visuelle Effekte,,,,,,,,,,,,,追加VFX,,,추가 VFX,,,,,,,,
CREDITS_DEVELOPMENT_PROJECT_MANAGER,,Development Project Manager,Chef de projet Développement,Gerente del Proyecto de Desarrollo,Projektmanagement Entwicklung,,,,,,,,,,,,,開発プロジェクトマネージャー,,,개발 프로젝트 매니저,,,,,,,,
CREDITS_OCULUS_STUDIOS,,Facebook Reality Labs,Facebook Reality Labs,Facebook Reality Labs,Facebook Reality Labs,,,,,,,,,,,,,Facebook Reality Labs,,,Facebook Reality Labs,,,,,,,,
CREDITS_OPERATIONS_LEAD,,Operations Lead,Directeur des opérations,Jefe de Operaciones,Leitung operatives Geschäft,,,,,,,,,,,,,オペレーションリーダー,,,오퍼레이션 리드,,,,,,,,
CREDITS_PRODUCER,,Producer,Producteur,Productor,Produktion,,,,,,,,,,,,,プロデューサー,,,프로듀서,,,,,,,,
CREDITS_HEAD_OF_CONTENT_STRATEGY,,Head of Content Strategy,Directeur Stratégie de contenu,Jefe de Estrategia de Contenido,Leitung Content-Strategie,,,,,,,,,,,,,コンテンツ戦略担当,,,콘텐츠 전략 담당,,,,,,,,
LABEL_CANT_START_GAME_ALL_PLAYERS_SPECTATING,,All players are spectating,Tous les joueurs sont spectateurs,Todos los jugadores están observando,Alle Spieler schauen zu,,,,,,,,,,,,,全てのプレイヤーが観戦しています,,,모든 플레이어가 관전 중입니다,,,,,,,,
LABEL_CANT_START_GAME_NO_SONG_SELECTED,,No song selected,Aucun morceau sélectionné,No hay canción seleccionada,Kein Song ausgewählt,,,,,,,,,,,,,曲が選択されていません,,,선택한 곡 없음,,,,,,,,
LABEL_CANT_START_GAME_ALL_PLAYERS_NOT_IN_LOBBY,,Not all players are back in lobby,Il manque des joueurs dans le salon,No todos los jugadores han regresado al lobby,Alle Spieler schauen zu,,,,,,,,,,,,,全てのプレイヤーがロビーに戻っていません,,,로비에 돌아오지 않은 플레이어가 있습니다,,,,,,,,
LABEL_CANT_START_GAME_DO_NOT_OWN_SONG,,Do not own the song,Morceau non possédé,No posees la canción,Song nicht in Besitz,,,,,,,,,,,,,この曲を所有しないでください,,,곡을 보유하고 있지 않습니다,,,,,,,,
LABEL_DO_NOT_OWN_SONG,,You do not own this song,Vous ne possédez pas ce morceau,No posees esta canción,Der Song ist nicht in deinem Besitz,,,,,,,,,,,,,この曲を所有していません,,,이 곡은 보유하고 있지 않습니다,,,,,,,,
BUTTON_PREVIOUS,,Previous,Précédent,Anterior,Zurück,,,,,,,,,,,,,前,,,이전,,,,,,,,
BUTTON_CREATE_AVATAR,,Create Avatar,Créer un avatar,Crear Avatar,Avatar erstellen,,,,,,,,,,,,,アバターを作成,,,아바타 생성,,,,,,,,
LABEL_SEARCH,,Search,Rechercher,Buscar,Suche,,,,,,,,,,,,,検索,,,검색,,,,,,,,
LABEL_WAITING_FOR_SONG_DOWNLOAD,,Downloading song,Téléchargement d'un morceau,Descargando canción,Song-Download läuft,,,,,,,,,,,,,曲をダウンロードしています,,,곡 다운로드 중,,,,,,,,
BUTTON_END_GAME,,End Game,Terminer la partie,Terminar partida,Spiel beenden,,,,,,,,,,,,,ゲームを終了,,,게임 종료,,,,,,,,
PLAYER_OPTIONS_SP_ONLY,,Singleplayer Options Only,Options solo uniquement,Opciones exclusivas para un jugador,Nur Einzelspieler-Optionen,,,,,,,,,,,,,シングルプレイヤーオプションのみ,,,싱글플레이어 옵션만,,,,,,,,
PLAYER_SETTINGS_NJBSO,,Note Jump Offset,Décalage d'écart entre les notes,Nota de Salto para Compensar,Noten-Sprung-Offset,,,,,,,,,,,,,音符ジャンプオフセット,,,음표 점프 오프셋,,,,,,,,
SETTINGS_LANGUAGE,,Language,Langue,Idioma,Sprache,,,,,,,,,,,,,言語,,,언어,,,,,,,,
BUTTON_PLAYER_OPTIONS,,Player Options,Options de joueur,Opciones de jugador,Spieleroptionen,,,,,,,,,,,,,プレイヤーオプション,,,플레이어 옵션,,,,,,,,
BUTTON_YES,,Yes,Oui,Sí,Ja,,,,,,,,,,,,,はい,,,네,,,,,,,,
BUTTON_NO,,No,Non,No,Nein,,,,,,,,,,,,,いいえ,,,아니요,,,,,,,,
PLACEHOLDER_ENTER_NAME,,Enter Name,Saisir un nom,Ingresar nombre,Namen eingeben,,,,,,,,,,,,,名前を入力,,,이름을 입력하세요,,,,,,,,
PLACEHOLDER_SERVER_PASSWORD,,Server Password,Mot de passe de serveur,Contraseña del servidor,Server-Passwort,,,,,,,,,,,,,サーバーパスワード,,,서버 비밀번호,,,,,,,,
DISCONNECTED_UNKNOWN,,Disconnected<br>Check your internet connection and try again,Déconnexion<br>Vérifiez votre connexion Internet et réessayez.,Desconectado<br>Revisa tu conexión de internet e inténtalo de nuevo,Verbindung getrennt<br>Prüfe deine Internetverbindung und versuche es erneut,,,,,,,,,,,,,切断されました<br>インターネットへの接続を確認して再実行してください,,,연결 끊김<br>인터넷 연결을 확인하고 다시 시도하세요,,,,,,,,
DISCONNECTED_USER_INITIATED,,Disconnected<br>User initiated,Déconnexion<br>Initiée par l'utilisateur.,Desconectado<br>Usuario iniciado,Verbindung getrennt<br>Vom Benutzer ausgelöst,,,,,,,,,,,,,切断されました<br>ユーザー操作,,,연결 끊김<br>시작한 사용자입니다,,,,,,,,
DISCONNECTED_TIMEOUT,,Disconnected<br>Connection to server timed out,Déconnexion<br>La connexion au serveur a expiré.,Desconectado<br>La conexión al servidor expiró,Verbindung getrennt<br>Zeitüberschreitung bei Verbindung zum Server,,,,,,,,,,,,,切断されました<br>サーバーへの接続がタイムアウト,,,연결 끊김<br>서버 연결 시간이 만료됐습니다,,,,,,,,
DISCONNECTED_KICKED,,Disconnected<br>You have been kicked,Déconnexion<br>Vous avez été expulsé(e).,Desconectado<br>Has sido expulsado,Verbindung getrennt<br>Du wurdest rausgeworfen,,,,,,,,,,,,,切断されました<br>キックされました,,,연결 끊김<br>추방되었습니다,,,,,,,,
DISCONNECTED_SERVER_AT_CAPACITY,,Disconnected<br>Server is at capacity,Déconnexion<br>Serveur plein.,Desconectado<br>El servidor está a su máxima capacidad,Verbindung getrennt<br>Server-Kapazität erreicht,,,,,,,,,,,,,切断されました<br>サーバー限度,,,연결 끊김<br>서버 수용량이 최대입니다,,,,,,,,
DISCONNECTED_SERVER_SHUT_DOWN,,Disconnected<br>Server was shut down,Déconnexion<br>Serveur fermé.,Desconectado<br>El servidor fue apagado,Verbindung getrennt<br>Server wurde ausgeschaltet,,,,,,,,,,,,,切断されました<br>サーバー停止,,,연결 끊김<br>서버가 정지됐습니다,,,,,,,,
DISCONNECTED_MASTER_SERVER_UNREACHABLE,,Disconnected<br>Check your internet connection and try again.,Déconnexion<br>Vérifiez votre connexion Internet et réessayez.,Desconectado<br>Revisa tu conexión de internet e inténtalo de nuevo.,Verbindung getrennt<br>Prüfe deine Internetverbindung und versuche es erneut.,,,,,,,,,,,,,切断されました<br>インターネットへの接続を確認して再実行してください。,,,연결 끊김<br>인터넷 연결을 확인하고 다시 시도하세요.,,,,,,,,
MULTIPLAYER_UNAVAILABLE_SERVER_OFFLINE,,Multiplayer Unavailable<br>Server is offline,Multijoueur indisponible<br>Serveur déconnecté.,Multijugador no Disponible<br>El servidor está desconectado,Mehrspieler nicht verfügbar<br>Server ist offline,,,,,,,,,,,,,マルチプレーヤーを利用できません<br>サーバーがオフラインです,,,멀티플레이어 이용 불가<br>서버가 오프라인입니다,,,,,,,,
MULTIPLAYER_UNAVAILABLE_UPDATE_REQUIRED,,Multiplayer Unavailable<br>Beat Saber update is required,Multijoueur indisponible<br>Beat Saber doit être mis à jour.,Multijugador no Disponible<br>Se necesita una actualización de Beat Saber,Mehrspieler nicht verfügbar<br>Update für Beat Saber erforderlich,,,,,,,,,,,,,マルチプレーヤーを利用できません<br>Beat Saberのアップデートが必要です,,,멀티플레이어 이용 불가<br>Beat Saber 업데이트가 필요합니다,,,,,,,,
MULTIPLAYER_UNAVAILABLE_MAINTENANCE_MODE,,Multiplayer Unavailable<br>Maintenance ends at {0},Multijoueur indisponible<br>Fin de la maintenance à {0}.,Multijugador no Disponible<br>El período de mantenimiento termina en {0},Mehrspieler nicht verfügbar<br>Wartung endet um {0},,,,,,,,,,,,,マルチプレーヤーを利用できません<br>メンテナンスの終了：{0},,,멀티플레이어 이용 불가<br>이용 점검 종료: {0},,,,,,,,
MULTIPLAYER_UNAVAILABLE_TRY_AGAIN,,Multiplayer Unavailable<br>Check your internet connection and try again,Multijoueur indisponible<br>Vérifiez votre connexion Internet et réessayez.,Multijugador no Disponible<br>Revisa tu conexión de internet e inténtalo de nuevo,Mehrspieler nicht verfügbar<br>Prüfe deine Internetverbindung und versuche es erneut,,,,,,,,,,,,,マルチプレーヤーを利用できません<br>インターネットへの接続を確認して再実行してください,,,멀티플레이어 이용 불가<br>인터넷 연결을 확인하고 다시 시도하세요,,,,,,,,
NO_NAME_PLAYER,,No Name,Aucun nom,Sin nombre,Kein Name,,,,,,,,,,,,,名前なし,,,이름 없음,,,,,,,,
BUTTON_UNREADY,,Unready,Pas prêt,No preparado,Nicht bereit,,,,,,,,,,,,,準備未完了,,,준비 취소,,,,,,,,
SUGGEST_BEATMAP_AND_MODIFIERS,,Suggest Beatmap And Modifiers,Proposer une Beatmap et des modificateurs,Sugerir Beatmap y modificadores,Beatmap und Modifikatoren vorschlagen,,,,,,,,,,,,,ビートマップとルール変更を提案,,,추천 비트맵 및 모디파이어,,,,,,,,
SUGGEST_BEATMAP,,Suggest Beatmap,Proposer une Beatmap,Sugerir Beatmap,Beatmap vorschlagen,,,,,,,,,,,,,ビートマップを提案,,,추천 비트맵,,,,,,,,
LABEL_DEFAULT,,Default,Par défaut,Predeterminado,Standard,,,,,,,,,,,,,デフォルト,,,기본,,,,,,,,
BUTTON_OPTIONS,,Options,Options,Opciones,Optionen,,,,,,,,,,,,,オプション,,,옵션,,,,,,,,
LABEL_OPTIONS,,Options,Options,Opciones,Optionen,,,,,,,,,,,,,オプション,,,옵션,,,,,,,,
COUNTDOWN_READY,,READY!,À VOS MARQUES !,¡LISTO!,BEREIT!,,,,,,,,,,,,,READY!,,,READY!,,,,,,,,
COUNTDOWN_SET,,SET!,PRÊTS !,¡YA!,AUF DIE PLÄTZE!,,,,,,,,,,,,,SET!,,,SET!,,,,,,,,
LABEL_PLAYERS_MISSING_ENTITLEMENT,,These players don't own this song,Ces joueurs ne possèdent pas ce morceau,Estos jugadores no poseen esta canción,Diese Spieler haben diesen Song nicht in Besitz,,,,,,,,,,,,,このプレイヤーはこの曲を所有していません,,,해당 플레이어들은 이 곡을 보유하고 있지 않습니다,,,,,,,,
LABEL_KICK_PLAYER_PROMPT,,You are about to kick player {0}.<br>Are you sure?,Vous êtes sur le point d'expulser le joueur {0}.<br>Confirmer l'expulsion ?,Estás a punto de expulsar al jugador {0}.<br>¿Estás seguro?,"Du bist dabei, Spieler {0} rauszuwerfen.<br>Wirklich rauswerfen?",,,,,,,,,,,,,プレイヤー {0} をキックしようとしています。<br>本当によろしいですか？,,,플레이어 {0} 님을 추방하려고 합니다.<br>계속 하시겠습니까?,,,,,,,,
LABEL_MULTIPLAYER_MAINTENANCE_UPCOMING,,Upcoming maintatance from {0} until {1},Une maintenance aura lieu de {0} à {1}.,Próximo período de mantenimiento desde {0} hasta {1},Anstehende Wartung von {0} bis {1},,,,,,,,,,,,,今後のメンテナンス：{0} から {1} まで,,,{0} ~ {1} 동안 점검 예정입니다,,,,,,,,
HINT_HELP_BUTTON,,Help,Aide,Ayuda,Hilfe,,,,,,,,,,,,,ヘルプ,,,지원,,,,,,,,
HINT_EDITOR_BUTTON,,Beatmap Editor,Éditeur de Beatmap,Editor de Beatmap,Beatmap-Editor,,,,,,,,,,,,,ステージエディター,,,비트맵 편집기,,,,,,,,
HINT_OPTIONS_BUTTON,,Settings,Paramètres,Ajustes,Einstellungen,,,,,,,,,,,,,設定,,,설정,,,,,,,,
HINT_EXIT_BUTTON,,Exit,Quitter,Salir,Verlassen,,,,,,,,,,,,,終了,,,나가기,,,,,,,,
IN_MULTIPLAYER_LOBBY_PRESENCE,,In Multiplayer Lobby,Dans un salon multijoueur,En el lobby de Multijugador,In Mehrspieler-Lobby,,,,,,,,,,,,,マルチプレイヤーロビー内,,,멀티플레이어 로비,,,,,,,,
MODIFIER_NO_FAIL_ON_0_ENERGY,,No Fail,Pas d'échecs,Sin fallos,Kein Fehlschlag,,,,,,,,,,,,,失敗なし,,,실패 없음,,,,,,,,
MODIFIER_NO_FAIL_ON_0_ENERGY_HINT,,You can continue playing the level even after you deplete all the energy,Vous pourrez continuer le niveau même si vous n'avez plus d'énergie.,Puedes seguir jugando el nivel aunque se te haya agotado toda la energía,"Du kannst das Level weiter spielen, auch wenn sich deine ganze Energie geleert hat.",,,,,,,,,,,,,エネルギーを使い果たした後も、ステージをプレイし続けることができます,,,모든 에너지를 소진한 뒤에도 계속 레벨을 플레이할 수 있습니다,,,,,,,,
FAILED,,Failed,Échec,Fallido,Fehlgeschlagen,,,,,,,,,,,,,失敗,,,실패,,,,,,,,
BADGE_MAX_COMBO,,Longest Journey,Spécialiste,Perseverante,Die Unendlichkeit,,,,,,,,,,,,,ロンゲストジャーニー,,,최장 여정,,,,,,,,
BADGE_MIN_COMBO,,Casual Cutter,Amateur,Principiante,Lässige Klinge,,,,,,,,,,,,,カジュアルカッター,,,평범한 절단기,,,,,,,,
BADGE_MAX_PRECISION,,Saber Surgeon,Fin tireur,Cirujano del sable,Säbelprofi,,,,,,,,,,,,,セイバーサージェン,,,세이버 집도의,,,,,,,,
BADGE_MIN_PRECISION,,Lumberjack,Sabreur,Leñador,Holzfäller,,,,,,,,,,,,,ランバージャック,,,벌목공,,,,,,,,
BADGE_MAX_HAND_MOVEMENT,,Jazz Hands,Moulin à vent,Estrella del jazz,Dirigent,,,,,,,,,,,,,ジャズハンド,,,재즈 핸즈,,,,,,,,
BADGE_MIN_HAND_MOVEMENT,,Fencer,Bretteur,Maestro de esgrima,Fechtling,,,,,,,,,,,,,フェンサー,,,펜싱 선수,,,,,,,,
BADGE_MIN_GOOD_CUTS,,Air Slicer,Empoté,Rebanador del aire,Luftsense,,,,,,,,,,,,,エアースライサー,,,공기를 가르는 자,,,,,,,,
BADGE_MAX_GOOD_CUTS,,No Mercy,Impitoyable,Despiadado,Gnadenlos,,,,,,,,,,,,,ノーマーシー,,,자비는 없다,,,,,,,,
JOINABLE_VIA_RICH_PRESENCE,,Joinable via Rich Presence ,Joignable depuis le profil (Rich Presence) ,Se puede unir por Rich Presence ,Beitreten über Rich Presence ,,,,,,,,,,,,,リッチプレゼンス経由で参加可能 ,,,Rich Presence로 참가 가능 ,,,,,,,,
OCULUS_JOINABLE_HINT_INFO,,"Depending on your Oculus Activity Privacy setting, allows other users to launch the game directly onto this server.","En fonction de vos paramètres de confidentialité d'activité Oculus, permet aux autres utilisateurs de rejoindre votre serveur au démarrage.","Dependiendo de tu ajuste de privacidad de actividad de Oculus, permite que otros usuarios ejecuten el juego directamente en el servidor.","Abhängig von deiner Oculus-Aktivitätsdatenschutzeinstellung, können andere Benutzer das Spiel direkt auf diesem Server starten.",,,,,,,,,,,,,Oculusアクティビティーのプライバシー設定に応じて、他のユーザーがこのサーバーで直接ゲームを起動できるようにします。,,,Oculus 활동 공개 범위 설정에 따라 다른 사용자가 이 서버에 직접 게임을 실행할 수도 있습니다.,,,,,,,,
MULTIPLAYER,,Multiplayer,Multijoueur,Multijugador,Mehrspieler,,,,,,,,,,,,,マルチプレイヤー,,,멀티플레이어,,,,,,,,
MULTIPLAYER_SPECTATOR_MODE_WARNING,,Spectator Mode Enabled. You can change this in the Multiplayer menu on the left side.,Mode spectateur activé. Vous pouvez modifier cette option dans le menu multijoueur à gauche.,Modo de espectador activado. Puedes cambiar esto en el menú de Multijugador del lado izquierdo.,Zuschauermodus aktiviert. Du kannst dies im Mehrspielermenü auf der linken Seite ändern.,,,,,,,,,,,,,観客モードが有効です。左側のマルチプレイメニューで変更可能です。,,,관전 모드를 사용합니다. 왼쪽의 멀티플레이어 메뉴에서 이 설정을 변경할 수 있습니다.,,,,,,,,
PLAYING_MULTIPLAYER_PRESENCE,,Playing Multiplayer,Joue en multijoueur,Jugando Multijugador,Spielt Mehrspielermodus,,,,,,,,,,,,,マルチプレイヤーをプレイしています,,,멀티플레이어 플레이 중,,,,,,,,
BADGE_FULL_COMBO,,Perfectionist,Perfectionniste,Perfeccionista,Perfektionist,,,,,,,,,,,,,パーフェクショニスト,,,완벽주의자,,,,,,,,
BADGE_MIN_SABER_MOVEMENT,,Nihilist,Nihiliste,Nihilista,Nihilist,,,,,,,,,,,,,ニヒリスト,,,허무주의자,,,,,,,,
BADGE_MAX_SABER_MOVEMENT,,Relentless slicer,Implacable,Segador implacable,Sense Nimmersatt,,,,,,,,,,,,,リレントレススライサー,,,가차 없는 슬라이서,,,,,,,,
BADGE_COMBO_SUBTITLE,,Max Combo {0},Combo max. {0},Combo máximo {0},Max. Combo {0},,,,,,,,,,,,,最大Combo {0},,,최대 Combo {0},,,,,,,,
BADGE_FULL_COMBO_SUBTITLE,,Full Combo {0},Combo total {0},Combo completo {0},Volle Combo {0},,,,,,,,,,,,,フルCombo {0},,,풀 Combo {0},,,,,,,,
BADGE_PRECISION_SUBTITLE,,{0:.0}% Precision,{0:.0} % de précision,{0:.0} % de Precisión,{0:.0} % Präzision,,,,,,,,,,,,,{0:.0}% の精度,,,{0:.0}% 정확도,,,,,,,,
BADGE_HAND_MOVEMENT_SUBTITLE,,{0:.0} metres,{0:.0} mètres,{0:.0} metros,{0:.0} Meter,,,,,,,,,,,,,{0:.0} メートル,,,{0:.0} 미터,,,,,,,,
BADGE_GOOD_CUTS_SUBTITLE,,{0} Good Cuts,{0} coups réussis,{0} Buenos Cortes,{0} gute Schläge,,,,,,,,,,,,,{0} 良いカット,,,굿 컷 {0}회,,,,,,,,
BADGE_SABER_MOVEMENT_SUBTITLE,,{0:.0} metres,{0:.0} mètres,{0:.0} metros,{0:.0} Meter,,,,,,,,,,,,,{0:.0} メートル,,,{0:.0} 미터,,,,,,,,
LABEL_MULTIPLAYER_UNAVAILABLE_UNKNOWN_ERROR,,Something went wrong. Can not check multiplayer availability status.,Une erreur est survenue. Impossible de déterminer la disponibilité du multijoueur.,Algo salió mal. No puedes revisar el estado de disponibilidad del Multijugador.,Ein Fehler ist aufgetreten. Mehrspieler-Verfügbarkeitsstatus kann nicht geprüft werden.,,,,,,,,,,,,,問題が発生しました。マルチプレイヤーの利用状況を確認できません。,,,문제가 발생했습니다. 멀티플레이어 이용 상태를 확인할 수 없습니다.,,,,,,,,
LABEL_ERROR,,Error,Erreur,Error,Fehler,,,,,,,,,,,,,エラー,,,오류,,,,,,,,
LABEL_CHECKING_MULTIPLAYER_AVAILABILITY,,Checking multiplayer availability,Vérification de la disponibilité du multijoueur,Revisando la disponibilidad del Multijugador,Mehrspieler-Verfügbarkeitsstatus wird geprüft,,,,,,,,,,,,,マルチプレイヤーの利用状況を確認しています,,,멀티플레이어를 이용할 수 있는지 확인 중,,,,,,,,
LABEL_CHECKING_MULTIPLAYER_AVAILABILITY_SHORT,,Multiplayer Availability,Disponibilité du multijoueur,Disponibilidad del Multijugador,Mehrspieler-Verfügbarkeitsstatus,,,,,,,,,,,,,マルチプレイヤーの利用状況,,,멀티플레이어 이용 상태를,,,,,,,,
LABEL_MULTIPLAYER_UNAVAILABLE,,Multiplayer unvailable,Multijoueur indisponible,Multijugador no disponible,Mehrspieler nicht verfügbar,,,,,,,,,,,,,マルチプレイヤー利用不可,,,멀티플레이어 이용 불가,,,,,,,,
LABEL_MULTIPLAYER_UNAVAILABLE_PS_ONLINE_SERVICES,,Multiplayer is not available because your use of online features is restricted.,Le multijoueur est indisponible parce que votre utilisation des fonctionnalités en ligne est restreinte.,El Multijugador no está disponible porque está restringido tu uso de las funciones en línea.,"Mehrspieler ist nicht verfügbar, weil deine Verwendung von Onlinefunktionen eingeschränkt ist.",,,,,,,,,,,,,オンライン機能の使用が制限されているため、マルチプレイヤーを利用できません。,,,온라인 사용 기능이 제한되어 멀티플레이어를 이용할 수 없습니다.,,,,,,,,
MODIFIER_SUPER_FAST_SONG,,Super Fast Song,Chanson super rapide,Canción Súper Rápida,Superschneller Song,,,,,,,,,,,,,スーパー高速曲,,,엄청 빠른 곡,,,,,,,,
MODIFIER_SUPER_FAST_SONG_HINT,,Song plays 50% faster,Le morceau sera accéléré de 50 %.,La canción se reproducirá 50 % más rápido,Der Song wird 50 % schneller abgespielt.,,,,,,,,,,,,,曲が50%スピードアップします。,,,곡을 50% 빨리 재생합니다,,,,,,,,
PLAYER_SETTINGS_STROBE_LIGHTS_REDUCTION,,No Flickering,Sans clignotements,Sin Parpadeos,Kein Flackern,,,,,,,,,,,,,チラつきなし,,,반짝임 없음,,,,,,,,
PLAYER_SETTINGS_ALL_ENVIRONMENT_EFFECTS,,All Effects,Tous les effets,Todos los Efectos,Alle Effekte,,,,,,,,,,,,,全ての特殊効果,,,모든 효과,,,,,,,,
PLAYER_SETTINGS_NO_ENVIRONMENT_EFFECTS,,No Effects,Aucun effet,Sin Efectos,Keine Effekte,,,,,,,,,,,,,特殊効果なし,,,효과 없음,,,,,,,,
PLAYER_SETTINGS_ENVIRONMENT_EFFECTS_PRESET,,Environment Effects,Effets d'environnement,Efectos de Entorno,Umgebungseffekte,,,,,,,,,,,,,環境効果,,,환경 효과,,,,,,,,
MODIFIER_ZEN_MODE,,Zen Mode,Mode zen,Modo Zen,Zen-Modus,,,,,,,,,,,,,禅モード,,,고요의 모드,,,,,,,,
